schedule ( title = taking medicine with Kevin ; date = 4th ; start-time = 3pm ; end-time = 4pm )
schedule ( title = dinner with James ; date = next Wednesday ; start-time = 10am ; end-time = 11am )
schedule ( title = interview with Charlotte ; date = this Tuesday ; start-time = 9am ; end-time = 10am )
schedule ( title = playing football with James ; date = this Saturday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = yoga activity with Justin ; date = this Thursday ; start-time = 1pm ; end-time = 2pm )
schedule ( title = playing football with Ava ; date = next Sunday ; start-time = 10am ; end-time = 11am )
schedule ( title = meeting with Jennifer ; date = next Saturday ; start-time = 12am ; end-time = 1am )
schedule ( title = lunch with sister ; date = this Tuesday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = optometrist appointment with Henry ; date = this Wednesday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = optometrist appointment with Gary ; date = next Thursday ; start-time = 11pm ; end-time = 12pm )
schedule ( title = dinner with Emma ; date = next Sunday ; start-time = 10am ; end-time = 11am )
schedule ( title = lab appointment with Richard ; date = next Sunday ; start-time = 8am ; end-time = 9am )
schedule ( title = zoom with Harper ; date = this Saturday ; start-time = 3am ; end-time = 4am )
schedule ( title = optometrist appointment with Justin ; date = this Thursday ; start-time = 8am ; end-time = 9am )
schedule ( title = interview with Sarah ; date = next Wednesday ; start-time = 6am ; end-time = 7am )
schedule ( title = flight with Olivia ; date = this Sunday ; start-time = 5pm ; end-time = 6pm )
schedule ( title = playing football with Ryan ; date = this Thursday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = dinner with James ; date = this Friday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = dinner with Timothy ; date = next Friday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = breakfast with Jacob ; date = this Thursday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = talk with Emily ; date = next Tuesday ; start-time = 11am ; end-time = 12am )
schedule ( title = optometrist appointment with Timothy ; date = this Thursday ; start-time = 2am ; end-time = 3am )
schedule ( title = flight with Scott ; date = next Friday ; start-time = 9am ; end-time = 10am )
schedule ( title = meeting with sister ; date = this Thursday ; start-time = 2am ; end-time = 3am )
schedule ( title = breakfast with Robert ; date = next Monday ; start-time = 2pm ; end-time = 3pm )
schedule ( title = lunch with Richard ; date = this Tuesday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = meeting with William ; date = this Sunday ; start-time = 10am ; end-time = 11am )
schedule ( title = flight with David ; date = this Friday ; start-time = 11pm ; end-time = 12pm )
schedule ( title = dentist appointment with Ryan ; date = this Tuesday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = breakfast with George ; date = this Sunday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = optometrist appointment with Charlotte ; date = next Wednesday ; start-time = 11pm ; end-time = 12pm )
schedule ( title = dinner with Mia ; date = this Sunday ; start-time = 2am ; end-time = 3am )
schedule ( title = dinner with Charlotte ; date = next Friday ; start-time = 9pm ; end-time = 10pm )
schedule ( title = meeting with Barbara ; date = next Wednesday ; start-time = 7am ; end-time = 8am )
schedule ( title = football activities with David ; date = this Friday ; start-time = 7pm ; end-time = 8pm )
schedule ( title = yoga activity with  ; date = this Sunday ; start-time = 5am ; end-time = 6am )
schedule ( title = meeting with Brian ; date = this Sunday ; start-time = 7pm ; end-time = 8pm )
schedule ( title = lab appointment with Ava ; date = this Saturday ; start-time = 3am ; end-time = 4am )
schedule ( title = trip with Mary ; date = this Tuesday ; start-time = 10am ; end-time = 11am )
schedule ( title = dinner with Emily ; date = next Thursday ; start-time = 8am ; end-time = 9am )
schedule ( title = dinner with Alice ; date = this Thursday ; start-time = 6pm ; end-time = 7pm )
schedule ( title = football activities with Evelyn ; date = this Thursday ; start-time = 1am ; end-time = 2am )
schedule ( title = flight with William ; date = this Saturday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = talk with Mary ; date = this Sunday ; start-time = 8am ; end-time = 9am )
schedule ( title = optometrist appointment with Emily ; date = this Tuesday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = taking medicine with Emily ; date = this Thursday ; start-time = 1am ; end-time = 2am )
schedule ( title = breakfast with Barbara ; date = this Monday ; start-time = 4pm ; end-time = 5pm )
schedule ( title = dinner with Emily ; date = this Friday ; start-time = 1am ; end-time = 2am )
schedule ( title = football activities with Isabella ; date = next Monday ; start-time = 10pm ; end-time = 11pm )
schedule ( title = dentist appointment with Elizabeth ; date = next Tuesday ; start-time = 4am ; end-time = 5am )
schedule ( title = talk with Ashley ; date = this Monday ; start-time = 3am ; end-time = 4am )
schedule ( title = conference with Lucas ; date = this Saturday ; start-time = 3am ; end-time = 4am )
schedule ( title = dinner with father ; date = this Sunday ; start-time = 10am ; end-time = 11am )
schedule ( title = conference with Jacob ; date = this Sunday ; start-time = 7am ; end-time = 8am )
schedule ( title = playing football with Jacob ; date = next Tuesday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = football activities with Isabella ; date = next Sunday ; start-time = 2am ; end-time = 3am )
schedule ( title = trip with Harper ; date = next Tuesday ; start-time = 4pm ; end-time = 5pm )
schedule ( title = optometrist appointment with William ; date = this Saturday ; start-time = 9pm ; end-time = 10pm )
schedule ( title = dentist appointment with Lisa ; date = this Wednesday ; start-time = 1pm ; end-time = 2pm )
schedule ( title = breakfast with Noah ; date = next Thursday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = optometrist appointment with Emily ; date = next Saturday ; start-time = 10pm ; end-time = 11pm )
schedule ( title = dinner with William ; date = next Wednesday ; start-time = 5am ; end-time = 6am )
schedule ( title = dentist appointment with William ; date = next Thursday ; start-time = 10am ; end-time = 11am )
schedule ( title = optometrist appointment with Noah ; date = this Monday ; start-time = 12am ; end-time = 1am )
schedule ( title = dinner with George ; date = next Thursday ; start-time = 7am ; end-time = 8am )
schedule ( title = playing football with Sarah ; date = this Friday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = dentist appointment with Lisa ; date = this Friday ; start-time = 4pm ; end-time = 5pm )
schedule ( title = talk with William ; date = this Thursday ; start-time = 3am ; end-time = 4am )
schedule ( title = meeting with Michael ; date = this Wednesday ; start-time = 7pm ; end-time = 8pm )
schedule ( title = meeting with Emily ; date = next Tuesday ; start-time = 12am ; end-time = 1am )
schedule ( title = yoga activity with Jessica ; date = next Wednesday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = dentist appointment with James ; date = next Saturday ; start-time = 7am ; end-time = 8am )
schedule ( title = meeting with Elizabeth ; date = next Tuesday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = taking medicine with Scott ; date = this Tuesday ; start-time = 1am ; end-time = 2am )
schedule ( title = zoom with Elizabeth ; date = next Saturday ; start-time = 5pm ; end-time = 6pm )
schedule ( title = talk with Jessica ; date = this Sunday ; start-time = 3am ; end-time = 4am )
schedule ( title = breakfast with Mary ; date = next Saturday ; start-time = 9pm ; end-time = 10pm )
schedule ( title = conference with Amelia ; date = this Sunday ; start-time = 2am ; end-time = 3am )
schedule ( title = taking medicine with Scott ; date = next Saturday ; start-time = 7pm ; end-time = 8pm )
schedule ( title = conference with Alice ; date = this Friday ; start-time = 4pm ; end-time = 5pm )
schedule ( title = meeting with John ; date = this Thursday ; start-time = 4am ; end-time = 5am )
schedule ( title = meeting with Gary ; date = this Tuesday ; start-time = 10am ; end-time = 11am )
schedule ( title = meeting with Kevin ; date = this Thursday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = optometrist appointment with Harper ; date = next Tuesday ; start-time = 9am ; end-time = 10am )
schedule ( title = meeting with Liam ; date = this Saturday ; start-time = 8am ; end-time = 9am )
schedule ( title = taking medicine with Kevin ; date = this Monday ; start-time = 10am ; end-time = 11am )
schedule ( title = breakfast with Amelia ; date = this Sunday ; start-time = 11am ; end-time = 12am )
schedule ( title = yoga activity with James ; date = this Thursday ; start-time = 4pm ; end-time = 5pm )
schedule ( title = yoga activity with Evelyn ; date = this Thursday ; start-time = 6pm ; end-time = 7pm )
schedule ( title = lunch with Lisa ; date = this Friday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = zoom with Mary ; date = this Wednesday ; start-time = 10am ; end-time = 11am )
schedule ( title = dinner with Jessica ; date = this Friday ; start-time = 6am ; end-time = 7am )
schedule ( title = yoga activity with Olivia ; date = this Friday ; start-time = 2pm ; end-time = 3pm )
schedule ( title = trip with Justin ; date = next Monday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = interview with Benjamin ; date = next Sunday ; start-time = 5am ; end-time = 6am )
schedule ( title = dentist appointment with Mary ; date = this Friday ; start-time = 6pm ; end-time = 7pm )
schedule ( title = lab appointment with Timothy ; date = next Wednesday ; start-time = 9pm ; end-time = 10pm )
schedule ( title = yoga activity with William ; date = this Thursday ; start-time = 8pm ; end-time = 9pm )
schedule ( title = dentist appointment with Brian ; date = this Saturday ; start-time = 6pm ; end-time = 7pm )
schedule ( title = football activities with Elijah ; date = this Saturday ; start-time = 3am ; end-time = 4am )
schedule ( title = zoom with Alice ; date = next Wednesday ; start-time = 12am ; end-time = 1am )
schedule ( title = yoga activity with Jeffrey ; date = this Saturday ; start-time = 6am ; end-time = 7am )
schedule ( title = yoga activity with Emma ; date = this Thursday ; start-time = 2am ; end-time = 3am )
schedule ( title = trip with sister ; date = next Monday ; start-time = 1pm ; end-time = 2pm )
schedule ( title = talk with Noah ; date = this Monday ; start-time = 8am ; end-time = 9am )
schedule ( title = meeting with Isabella ; date = next Wednesday ; start-time = 7pm ; end-time = 8pm )
schedule ( title = interview with Evelyn ; date = next Friday ; start-time = 1am ; end-time = 2am )
schedule ( title = interview with Justin ; date = this Tuesday ; start-time = 4am ; end-time = 5am )
schedule ( title = meeting with Lisa ; date = next Sunday ; start-time = 2am ; end-time = 3am )
schedule ( title = meeting with Justin ; date = next Monday ; start-time = 1pm ; end-time = 2pm )
schedule ( title = meeting with Sarah ; date = next Wednesday ; start-time = 3am ; end-time = 4am )
schedule ( title = playing football with Henry ; date = next Wednesday ; start-time = 7pm ; end-time = 8pm )
schedule ( title = trip with Robert ; date = this Thursday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = football activities with Michael ; date = this Saturday ; start-time = 9am ; end-time = 10am )
schedule ( title = trip with Lucas ; date = next Monday ; start-time = 1am ; end-time = 2am )
schedule ( title = taking medicine with Alice ; date = this Wednesday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = lunch with Harper ; date = next Friday ; start-time = 3am ; end-time = 4am )
schedule ( title = dentist appointment with Emma ; date = next Friday ; start-time = 12pm ; end-time = 1pm )
schedule ( title = talk with William ; date = this Thursday ; start-time = 4pm ; end-time = 5pm )
schedule ( title = taking medicine with James ; date = this Wednesday ; start-time = 10pm ; end-time = 11pm )
schedule ( title = trip with Noah ; date = this Tuesday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = trip with Alex ; date = next Friday ; start-time = 10am ; end-time = 11am )
schedule ( title = meeting with Oliver ; date = next Tuesday ; start-time = 11pm ; end-time = 12pm )
schedule ( title = breakfast with sister ; date = next Wednesday ; start-time = 10am ; end-time = 11am )
schedule ( title = lab appointment with Ryan ; date = next Saturday ; start-time = 3pm ; end-time = 4pm )
schedule ( title = lunch with Sophia ; date = next Saturday ; start-time = 8am ; end-time = 9am )
schedule ( title = yoga activity with Brian ; date = next Wednesday ; start-time = 3pm ; end-time = 4pm )
