taking medicine with Kevin on the 4th from 3pm to 4pm	schedule ( title = taking medicine with Kevin ; date = 4th ; start-time = 3pm ; end-time = 4pm )
set reminder for football activities with Alexander this Monday from 12pm to 1pm	reminder ( title = football activities with Alexander ; date = this Monday ; start-time = 12pm ; end-time = 1pm )
set reminder for trip with Alex next Friday from 12am to 1am	reminder ( title = trip with Alex ; date = next Friday ; start-time = 12am ; end-time = 1am )
reminder conference with Emily next Wednesday from 5pm to 6pm	reminder ( title = conference with Emily ; date = next Wednesday ; start-time = 5pm ; end-time = 6pm )
reminder dentist appointment with Jacob next Tuesday from 7pm to 8pm	reminder ( title = dentist appointment with Jacob ; date = next Tuesday ; start-time = 7pm ; end-time = 8pm )
reminder lunch with Gary this Thursday from 3pm to 4pm	reminder ( title = lunch with Gary ; date = this Thursday ; start-time = 3pm ; end-time = 4pm )
reminder dinner with Mia this Thursday from 11pm to 12pm	reminder ( title = dinner with Mia ; date = this Thursday ; start-time = 11pm ; end-time = 12pm )
reminder talk with Alex this Monday from 4am to 5am	reminder ( title = talk with Alex ; date = this Monday ; start-time = 4am ; end-time = 5am )
reminder trip with James next Wednesday from 7am to 8am	reminder ( title = trip with James ; date = next Wednesday ; start-time = 7am ; end-time = 8am )
reminder trip with Elizabeth next Friday from 6pm to 7pm	reminder ( title = trip with Elizabeth ; date = next Friday ; start-time = 6pm ; end-time = 7pm )
reminder lab appointment with Henry this Thursday from 3pm to 4pm	reminder ( title = lab appointment with Henry ; date = this Thursday ; start-time = 3pm ; end-time = 4pm )
reminder conference with Ryan next Wednesday from 9pm to 10pm	reminder ( title = conference with Ryan ; date = next Wednesday ; start-time = 9pm ; end-time = 10pm )
reminder football activities with Jennifer this Friday from 7pm to 8pm	reminder ( title = football activities with Jennifer ; date = this Friday ; start-time = 7pm ; end-time = 8pm )
reminder meeting with Oliver this Thursday from 8pm to 9pm	reminder ( title = meeting with Oliver ; date = this Thursday ; start-time = 8pm ; end-time = 9pm )
reminder lab appointment with John this Saturday from 2am to 3am	reminder ( title = lab appointment with John ; date = this Saturday ; start-time = 2am ; end-time = 3am )
reminder dinner with Brian next Saturday from 10am to 11am	reminder ( title = dinner with Brian ; date = next Saturday ; start-time = 10am ; end-time = 11am )
reminder lunch with Noah this Monday from 9am to 10am	reminder ( title = lunch with Noah ; date = this Monday ; start-time = 9am ; end-time = 10am )
reminder optometrist appointment with Jessica next Friday from 1pm to 2pm	reminder ( title = optometrist appointment with Jessica ; date = next Friday ; start-time = 1pm ; end-time = 2pm )
reminder yoga activity with Michael next Sunday from 7am to 8am	reminder ( title = yoga activity with Michael ; date = next Sunday ; start-time = 7am ; end-time = 8am )
reminder meeting with Jessica this Saturday from 3am to 4am	reminder ( title = meeting with Jessica ; date = this Saturday ; start-time = 3am ; end-time = 4am )
reminder flight with Liam next Thursday from 7pm to 8pm	reminder ( title = flight with Liam ; date = next Thursday ; start-time = 7pm ; end-time = 8pm )
reminder yoga activity with Mary next Friday from 8pm to 9pm	reminder ( title = yoga activity with Mary ; date = next Friday ; start-time = 8pm ; end-time = 9pm )
reminder playing football with Evelyn this Saturday from 9am to 10am	reminder ( title = playing football with Evelyn ; date = this Saturday ; start-time = 9am ; end-time = 10am )
set reminder for yoga activity with Richard this Thursday from 12am to 1am	reminder ( title = yoga activity with Richard ; date = this Thursday ; start-time = 12am ; end-time = 1am )
reminder lab appointment with Barbara next Friday from 1pm to 2pm	reminder ( title = lab appointment with Barbara ; date = next Friday ; start-time = 1pm ; end-time = 2pm )
reminder meeting with  next Friday from 10am to 11am	reminder ( title = meeting with  ; date = next Friday ; start-time = 10am ; end-time = 11am )
reminder meeting with Mia next Thursday from 1am to 2am	reminder ( title = meeting with Mia ; date = next Thursday ; start-time = 1am ; end-time = 2am )
reminder talk with Linda this Thursday from 5pm to 6pm	reminder ( title = talk with Linda ; date = this Thursday ; start-time = 5pm ; end-time = 6pm )
reminder talk with Jeffrey this Sunday from 1am to 2am	reminder ( title = talk with Jeffrey ; date = this Sunday ; start-time = 1am ; end-time = 2am )
reminder meeting with Justin next Wednesday from 11pm to 12pm	reminder ( title = meeting with Justin ; date = next Wednesday ; start-time = 11pm ; end-time = 12pm )
reminder taking medicine with George this Friday from 5pm to 6pm	reminder ( title = taking medicine with George ; date = this Friday ; start-time = 5pm ; end-time = 6pm )
reminder optometrist appointment with Linda next Monday from 10am to 11am	reminder ( title = optometrist appointment with Linda ; date = next Monday ; start-time = 10am ; end-time = 11am )
reminder interview with Barbara next Wednesday from 7am to 8am	reminder ( title = interview with Barbara ; date = next Wednesday ; start-time = 7am ; end-time = 8am )
reminder breakfast with Barbara next Sunday from 2am to 3am	reminder ( title = breakfast with Barbara ; date = next Sunday ; start-time = 2am ; end-time = 3am )
reminder dinner with Charlotte this Tuesday from 5am to 6am	reminder ( title = dinner with Charlotte ; date = this Tuesday ; start-time = 5am ; end-time = 6am )
reminder dinner with Ashley this Tuesday from 5am to 6am	reminder ( title = dinner with Ashley ; date = this Tuesday ; start-time = 5am ; end-time = 6am )
reminder interview with Jennifer this Saturday from 8am to 9am	reminder ( title = interview with Jennifer ; date = this Saturday ; start-time = 8am ; end-time = 9am )
reminder talk with Barbara next Wednesday from 9pm to 10pm	reminder ( title = talk with Barbara ; date = next Wednesday ; start-time = 9pm ; end-time = 10pm )
reminder lab appointment with David next Saturday from 4pm to 5pm	reminder ( title = lab appointment with David ; date = next Saturday ; start-time = 4pm ; end-time = 5pm )
reminder dinner with Jennifer this Friday from 2pm to 3pm	reminder ( title = dinner with Jennifer ; date = this Friday ; start-time = 2pm ; end-time = 3pm )
reminder flight with Timothy next Sunday from 11am to 12am	reminder ( title = flight with Timothy ; date = next Sunday ; start-time = 11am ; end-time = 12am )
reminder meeting with Elijah this Tuesday from 3am to 4am	reminder ( title = meeting with Elijah ; date = this Tuesday ; start-time = 3am ; end-time = 4am )
reminder lab appointment with Evelyn next Sunday from 7pm to 8pm	reminder ( title = lab appointment with Evelyn ; date = next Sunday ; start-time = 7pm ; end-time = 8pm )
reminder meeting with Robert next Tuesday from 9am to 10am	reminder ( title = meeting with Robert ; date = next Tuesday ; start-time = 9am ; end-time = 10am )
reminder interview with Mia this Saturday from 8pm to 9pm	reminder ( title = interview with Mia ; date = this Saturday ; start-time = 8pm ; end-time = 9pm )
reminder yoga activity with James next Tuesday from 2am to 3am	reminder ( title = yoga activity with James ; date = next Tuesday ; start-time = 2am ; end-time = 3am )
set reminder for dinner with Michael this Saturday from 12am to 1am	reminder ( title = dinner with Michael ; date = this Saturday ; start-time = 12am ; end-time = 1am )
reminder dentist appointment with William next Tuesday from 11am to 12am	reminder ( title = dentist appointment with William ; date = next Tuesday ; start-time = 11am ; end-time = 12am )
reminder dentist appointment with Oliver next Friday from 1pm to 2pm	reminder ( title = dentist appointment with Oliver ; date = next Friday ; start-time = 1pm ; end-time = 2pm )
schedule football activities with Jennifer this Thursday at 5pm	schedule ( title = football activities with Jennifer ; date = this Thursday ; start-time = 5pm ; end-time = 6pm )
schedule dentist appointment with Richard this Saturday at 11pm	schedule ( title = dentist appointment with Richard ; date = this Saturday ; start-time = 11pm ; end-time = 12pm )
schedule meeting with Henry next Sunday at 1pm	schedule ( title = meeting with Henry ; date = next Sunday ; start-time = 1pm ; end-time = 2pm )
schedule taking medicine with Henry next Thursday at 9pm	schedule ( title = taking medicine with Henry ; date = next Thursday ; start-time = 9pm ; end-time = 10pm )
schedule taking medicine with Lisa this Monday at 7am	schedule ( title = taking medicine with Lisa ; date = this Monday ; start-time = 7am ; end-time = 8am )
schedule taking medicine with Noah this Monday at 11pm	schedule ( title = taking medicine with Noah ; date = this Monday ; start-time = 11pm ; end-time = 12pm )
schedule flight with Alexander this Monday at 3am	schedule ( title = flight with Alexander ; date = this Monday ; start-time = 3am ; end-time = 4am )
schedule taking medicine with Liam this Thursday at 11am	schedule ( title = taking medicine with Liam ; date = this Thursday ; start-time = 11am ; end-time = 12am )
schedule meeting with James next Thursday at 7pm	schedule ( title = meeting with James ; date = next Thursday ; start-time = 7pm ; end-time = 8pm )
schedule talk with father next Wednesday at 1am	schedule ( title = talk with father ; date = next Wednesday ; start-time = 1am ; end-time = 2am )
schedule dinner with James next Wednesday at 10am	schedule ( title = dinner with James ; date = next Wednesday ; start-time = 10am ; end-time = 11am )
schedule interview with Charlotte this Tuesday at 9am	schedule ( title = interview with Charlotte ; date = this Tuesday ; start-time = 9am ; end-time = 10am )
schedule playing football with James this Saturday at 12pm	schedule ( title = playing football with James ; date = this Saturday ; start-time = 12pm ; end-time = 1pm )
schedule yoga activity with Justin this Thursday at 1pm	schedule ( title = yoga activity with Justin ; date = this Thursday ; start-time = 1pm ; end-time = 2pm )
schedule playing football with Ava next Sunday at 10am	schedule ( title = playing football with Ava ; date = next Sunday ; start-time = 10am ; end-time = 11am )
schedule meeting with Jennifer next Saturday at 12am	schedule ( title = meeting with Jennifer ; date = next Saturday ; start-time = 12am ; end-time = 1am )
schedule lunch with sister this Tuesday at 12pm	schedule ( title = lunch with sister ; date = this Tuesday ; start-time = 12pm ; end-time = 1pm )
schedule optometrist appointment with Henry this Wednesday at 3pm	schedule ( title = optometrist appointment with Henry ; date = this Wednesday ; start-time = 3pm ; end-time = 4pm )
schedule optometrist appointment with Gary next Thursday at 11pm	schedule ( title = optometrist appointment with Gary ; date = next Thursday ; start-time = 11pm ; end-time = 12pm )
schedule dinner with Emma next Sunday at 10am	schedule ( title = dinner with Emma ; date = next Sunday ; start-time = 10am ; end-time = 11am )
schedule lab appointment with Richard next Sunday at 8am	schedule ( title = lab appointment with Richard ; date = next Sunday ; start-time = 8am ; end-time = 9am )
schedule zoom with Harper this Saturday at 3am	schedule ( title = zoom with Harper ; date = this Saturday ; start-time = 3am ; end-time = 4am )
schedule optometrist appointment with Justin this Thursday at 8am	schedule ( title = optometrist appointment with Justin ; date = this Thursday ; start-time = 8am ; end-time = 9am )
schedule interview with Sarah next Wednesday at 6am	schedule ( title = interview with Sarah ; date = next Wednesday ; start-time = 6am ; end-time = 7am )
schedule flight with Olivia this Sunday at 5pm	schedule ( title = flight with Olivia ; date = this Sunday ; start-time = 5pm ; end-time = 6pm )
schedule playing football with Ryan this Thursday at 8pm	schedule ( title = playing football with Ryan ; date = this Thursday ; start-time = 8pm ; end-time = 9pm )
schedule dinner with James this Friday at 12pm	schedule ( title = dinner with James ; date = this Friday ; start-time = 12pm ; end-time = 1pm )
schedule dinner with Timothy next Friday at 3pm	schedule ( title = dinner with Timothy ; date = next Friday ; start-time = 3pm ; end-time = 4pm )
schedule breakfast with Jacob this Thursday at 12pm	schedule ( title = breakfast with Jacob ; date = this Thursday ; start-time = 12pm ; end-time = 1pm )
schedule talk with Emily next Tuesday at 11am	schedule ( title = talk with Emily ; date = next Tuesday ; start-time = 11am ; end-time = 12am )
